0.96641479	-0.25545877	0.02798704	15.15788406	0.04200487	0.04958235	-0.99788636	-9.87867242	0.25353116	0.96554772	0.05864763	1.45177636	
0.97019626	-0.24104359	0.02484373	15.16578146	0.03103576	0.02192548	-0.99927777	-9.86596011	0.24032479	0.97026659	0.02875299	1.45420011	
0.95365837	-0.29946572	0.02925751	15.16377079	0.04096981	0.03290565	-0.99861839	-9.85127910	0.29808924	0.95353946	0.04364980	1.45628918	
0.94190271	-0.33416314	0.03397463	15.14967724	0.04974493	0.03874710	-0.99801007	-9.84326858	0.33218176	0.94171846	0.05311892	1.45536088	
0.94372049	-0.32890072	0.03487056	15.14040225	0.05141138	0.04172670	-0.99780547	-9.83792413	0.32672390	0.94344221	0.05628758	1.45560356	
0.94470819	-0.32567414	0.03824646	15.13669912	0.05529218	0.04324218	-0.99753340	-9.83188558	0.32321697	0.94449271	0.05885847	1.45488536	
0.93903210	-0.34129042	0.04170812	15.13265604	0.05962168	0.04216320	-0.99733020	-9.82097080	0.33862069	0.93901178	0.05994091	1.45585606	
0.93506052	-0.35212055	0.04090167	15.12436986	0.05964932	0.04255361	-0.99731196	-9.81293999	0.34943352	0.93498680	0.06079395	1.45429114	
0.93305407	-0.35758026	0.03932503	15.11816765	0.05803176	0.04173139	-0.99744213	-9.80504865	0.35502453	0.93294954	0.05968866	1.45508223	
0.93153608	-0.36163736	0.03819637	15.11088020	0.05591388	0.03865134	-0.99768718	-9.79634882	0.35932461	0.93151731	0.05622566	1.45468813	
0.93169725	-0.36114586	0.03890901	15.10454422	0.05617541	0.03743145	-0.99771900	-9.78878836	0.35886566	0.93175778	0.05516230	1.45574583	
0.93049030	-0.36440865	0.03733809	15.09819422	0.05415369	0.03603224	-0.99788229	-9.78049800	0.36229156	0.93054179	0.05326172	1.45522289	
0.93035779	-0.36461651	0.03858987	15.09101981	0.05429395	0.03291344	-0.99798240	-9.77265597	0.36261073	0.93057590	0.05041775	1.45510521	
0.93088018	-0.36315512	0.03975486	15.08433631	0.05387170	0.02882381	-0.99813177	-9.76495877	0.36133077	0.93128274	0.04639529	1.45455920	
0.93043920	-0.36409334	0.04146004	15.07907114	0.05399620	0.02431492	-0.99824506	-9.75634542	0.36244628	0.93104502	0.04228321	1.45591797	
0.92795480	-0.37020240	0.04301242	15.07254605	0.05577301	0.02382913	-0.99815908	-9.74738939	0.36849593	0.92864544	0.04275966	1.45634378	
0.92618876	-0.37436887	0.04497038	15.06574617	0.05734353	0.02197144	-0.99811271	-9.73948983	0.37267426	0.92701953	0.04181733	1.45499277	
0.92457269	-0.37842478	0.04427211	15.05920370	0.05600179	0.02004096	-0.99822951	-9.73063332	0.37686753	0.92541507	0.03972178	1.45663872	
0.92289611	-0.38272924	0.04220312	15.05195795	0.05561500	0.02404124	-0.99816281	-9.72247528	0.38101148	0.92354770	0.04347305	1.45635327	
0.92077543	-0.38770284	0.04311736	15.04632361	0.05803607	0.02684807	-0.99795340	-9.71327773	0.38575175	0.92139334	0.04722179	1.45830805	
0.91882053	-0.39238964	0.04241698	15.03764539	0.06162415	0.03647765	-0.99743263	-9.70479766	0.38983496	0.91907549	0.05769709	1.45728549	
0.91992118	-0.39019431	0.03864477	15.02989427	0.05919944	0.04078488	-0.99741266	-9.69695967	0.38760862	0.91982878	0.06061816	1.45682557	
0.92161023	-0.38669734	0.03316260	15.02247752	0.05472757	0.04488798	-0.99749184	-9.68838750	0.38423883	0.92111359	0.06253223	1.45676277	
